artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
The Beach Boys,41874,0.739,0.81,0.967,127.071,-6.674,1,10,0.738,0.0172,0.0569,0.0343,0,144800,18,1963,9/16/1963,Our Car **** - Remastered ****
The Beach Boys,41874,0.589,0.676,0.979,159.892,-10.77,1,8,0.0545,0.00185,0.0442,0.0475,0,110960,17,1963,10/7/1963,Shut Down (Stereo)
The Beach Boys,41874,0.27,0.319,0.495,201.435,-9.079,1,8,0.233,0,0.054,0.0353,0,136933,18,1963,10/7/1963,Ballad of Ole' Betsy (Mono)
The Beach Boys,41874,0.73,0.693,0.965,126.349,-7.163,1,10,0.638,0.000101,0.175,0.033,0,139373,18,1963,9/16/1963,Our Car **** (Mono)
The Beach Boys,41874,0.46,0.546,0.852,142.399,-7.498,1,9,0.631,0,0.157,0.0288,0,115760,18,1963,9/16/1963,Surfer's Rule (Mono)
The Beach Boys,41874,0.565,0.765,0.964,151.848,-8.46,1,8,0.0954,0.817,0.391,0.0316,0,121413,18,1963,9/16/1963,Rocking Surfer (Mono)
The Beach Boys,41874,0.672,0.677,0.936,62.308,-7.458,1,4,0.621,1.18E-06,0.0399,0.0461,0,108251,19,1963,9/16/1963,South Bay Surfer - Remastered ****
The Beach Boys,41874,0.462,0.848,0.971,152.614,-9.374,1,8,0.134,0.771,0.389,0.0313,0,122773,18,1963,9/16/1963,Rocking Surfer - Remastered ****
The Beach Boys,41874,0.59,0.633,0.893,128.963,-7.227,1,4,0.566,0,0.0743,0.037,0,171347,17,1963,10/7/1963,Car Crazy Cutie (Mono)
The Beach Boys,41874,0.672,0.736,0.967,158.604,-11.971,1,9,0.0379,0.675,0.356,0.0385,0,129507,19,1964,3/2/1964,"Shut Down, Part II - Remastered ****"
The Beach Boys,41874,0.223,0.808,0.904,171.763,-5.335,1,2,0.059,0.000122,0.339,0.0364,0,180240,17,1964,10/19/1964,The Little Old Lady From Pasadena - Live / **** Remastered
