artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
The Beatles,[754032],0.901,0.548,0.135,120.775,-6.808,1,0,0.667,0.837,0.161,0.0996,0,175547,29,1967,5/26/1967,Penny Lane - Take 6 / ************
The Beatles,[754032],0.508,0.311,0.2,84.655,-12.204,0,4,0.922,8.74E-05,0.125,0.0403,0,281493,29,1967,5/26/1967,A Day In The Life - Take *
The Beatles,[754032],0.59,0.448,0.68,86.656,-11.901,1,3,0.0362,0,0.104,0.0256,0,165613,27,1967,5/26/1967,Lovely Rita
The Beatles,[754032],0.597,0.66,0.556,95.664,-9.499,1,0,0.352,0.00913,0.693,0.0771,0,156720,29,1967,5/26/1967,Sgt. Pepper's Lonely Hearts **** Band - Take 9 And ******
The Beatles,[754032],0.705,0.427,0.827,112.294,-11.971,1,4,0.294,0,0.355,0.0353,0,165160,27,1967,5/26/1967,With A Little Help From My Friends
The Beatles,[754032],0.408,0.187,0.243,139.822,-15.354,1,9,0.955,0.000575,0.0766,0.035,0,217227,30,1969,9/26/1969,********* - Studio Demo
The Beatles,[754032],0.672,0.529,0.696,118.822,-11.566,1,2,0.647,0,0.147,0.2,0,259907,38,1988,3/7/1988,You Know My Name (Look Up The Number) - Remastered ****
The Beatles,[754032],0.631,0.748,0.78,109.11,-7.604,1,2,0.385,0.308,0.205,0.03,0,137587,36,1988,3/7/1988,Lady Madonna - Remastered ****
The Beatles,[754032],0.549,0.725,0.878,134.64,-8.512,1,0,0.199,0,0.178,0.0431,0,140600,37,1988,3/7/1988,Bad Boy - Remastered ****
The Beatles,[754032],0.521,0.301,0.621,137.382,-7.118,0,4,0.836,0,0.398,0.0356,0,125227,57,2014,1/1/2014,Eleanor Rigby
The Beatles,[754032],0.438,0.651,0.624,95.711,-10.615,1,7,0.218,5.87E-05,0.905,0.0932,0,122373,27,1967,5/26/1967,Sgt Pepper's Lonely Hearts **** Band
The Beatles,[754032],0.703,0.167,0.641,138.81,-14.284,1,1,0.806,3.26E-05,0.0905,0.0501,0,160080,27,1967,5/26/1967,When I'm Sixty Four
The Beatles,[754032],0.5,0.205,0.171,76.521,-16.155,0,4,0.905,6.72E-05,0.345,0.0437,0,289120,27,1967,5/26/1967,A Day In The Life - Take *
The Beatles,[754032],0.487,0.464,0.721,112.847,-13.526,0,0,0.288,0,0.0625,0.0369,0,157520,26,1967,5/26/1967,Fixing A Hole
The Beatles,[754032],0.494,0.799,0.839,168.618,-7.327,1,0,0.707,4.64E-06,0.314,0.0628,0,176853,37,1988,3/7/1988,Slow Down - Remastered ****
The Beatles,[754032],0.3,0.743,0.952,154.18,-10.005,0,4,0.144,0,0.385,0.0393,0,139400,37,1988,3/7/1988,Sie liebt dich - Remastered ****
The Beatles,[754032],0.602,0.302,0.527,111.935,-14.663,1,0,0.495,6.10E-06,0.233,0.0606,0,188320,27,1967,5/26/1967,Being For The Benefit Of Mr. Kite! - ****** From Before Take * / Take 4 And ****** At End
The Beatles,[754032],0.671,0.645,0.653,90.553,-9.214,1,4,0.384,0,0.382,0.04,0,185013,27,1967,5/26/1967,Lovely Rita - ****** And Take 9
The Beatles,[754032],0.749,0.435,0.79,121.715,-13.366,1,2,0.0231,0.000195,0.135,0.0977,0,167307,27,1967,5/26/1967,Good Morning Good Morning - Take 8
The Beatles,[754032],0.879,0.143,0.393,113.267,-19.917,1,7,0.7,0.00184,0.452,0.261,0,107093,27,1967,5/26/1967,Penny Lane - Vocal Overdubs And ******
The Beatles,[754032],0.718,0.487,0.382,127.533,-9.718,1,0,0.412,0.048,0.306,0.0839,0,139200,27,1967,5/26/1967,Getting Better - Take * / ************ And ****** At The End
The Beatles,[754032],0.915,0.51,0.356,111.378,-10.896,0,6,0.254,0.479,0.138,0.121,0,194973,27,1967,5/26/1967,With A Little Help From My Friends - Take * / False Start And Take * / ************
The Beatles,[754032],0.622,0.454,0.613,117.871,-10.807,1,5,0.185,7.47E-05,0.038,0.0573,0,208200,27,1967,5/26/1967,Fixing A Hole - ****** And Take 3
The Beatles,[754032],0.326,0.371,0.24,94.892,-11.942,1,2,0.0663,0,0.0466,0.0408,0,229827,25,1967,5/26/1967,Lucy In The Sky With Diamonds - Original Mono Mix - No. **
The Beatles,[754032],0.596,0.51,0.545,86.298,-10.309,0,6,0.307,2.95E-05,0.326,0.0285,0,210720,30,1969,9/26/1969,Oh! Darling - Take 4
The Beatles,[754032],0.54,0.472,0.765,142.871,-7.704,1,7,0.301,5.80E-05,0.203,0.0322,0,145893,37,1988,3/7/1988,Love Me Do - Single Version / Remastered ****
