artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
Gary Numan,[183858],0.283,0.709,0.321,129.59,-7.558,1,0,3.77E-05,0.676,0.385,0.0282,0,198627,32,1979,1979,Airlane
Gary Numan,[183858],0.327,0.45,0.311,89.37,-9.733,1,0,0.12,0.894,0.109,0.0253,0,192400,31,1979,1979,Complex
Gary Numan,[183858],0.667,0.37,0.665,114.528,-10.337,0,9,0.00354,0.141,0.0862,0.0304,0,456600,30,1979,1979,Conversation
Gary Numan,[183858],0.859,0.39,0.471,120.326,-12.234,1,0,0.000804,0.186,0.118,0.0968,0,173693,29,1979,1979,Observer
Gary Numan,[183858],0.372,0.449,0.132,129.979,-10.293,0,6,0.0507,0.237,0.119,0.0345,0,171733,29,1979,1979,Tracks
Gary Numan,[183858],0.646,0.82,0.831,134.596,-8.473,1,0,0.264,0.00277,0.248,0.0316,0,287400,34,1979,1979,We Are *****
Gary Numan,[183858],0.537,0.724,0.817,112.042,-9.525,1,2,0.0891,0.000333,0.72,0.0388,0,241293,29,1979,1979,Engineers
Gary Numan,[183858],0.811,0.797,0.549,105.135,-13.082,1,2,0.0733,0.909,0.336,0.0745,0,229840,27,1979,1979,Random
Gary Numan,[183858],0.583,0.628,0.33,145.711,-8.56,1,5,0.148,3.08E-05,0.0981,0.0302,0,227573,28,1979,1979,I Die: You Die - Video Version
Gary Numan,[183858],0.688,0.441,0.395,102.217,-9.795,1,0,0.157,0,0.105,0.0422,0,326693,28,1979,1979,This Wreckage
Gary Numan,[183858],0.546,0.578,0.819,128.037,-8.745,1,2,0.0114,6.54E-05,0.0692,0.0406,0,238907,63,1979,1979,Cars
Gary Numan,[183858],0.428,0.641,0.208,109.37,-8.131,1,0,0.00884,0.111,0.122,0.0296,0,337240,53,1979,1979,M.E.
Gary Numan,[183858],0.651,0.533,0.462,127.84,-9.81,1,9,0.144,1.64E-05,0.0884,0.114,0,212933,45,1979,1979,Metal
Gary Numan,[183858],0.348,0.166,0.141,94.188,-15.964,1,2,0.916,0.976,0.136,0.0354,0,164000,45,1979,1979,Trois Gymnopedies (First Movement)
Gary Numan,[183858],0.702,0.608,0.71,112.148,-9.773,1,9,0.097,0.142,0.24,0.0568,0,366067,44,1982,1982,Music for Chameleons
Gary Numan,[183858],0.523,0.708,0.5,97.874,-9.672,1,9,3.75E-05,0.472,0.1,0.0337,0,249467,38,1979,1979,Films
Spandau Ballet,[10538],0.667,0.775,0.841,136.91,-6.842,0,7,0.355,0.000212,0.0863,0.0287,0,301400,54,2000,5/15/2000,Only When You Leave
Spandau Ballet,[10538],0.577,0.893,0.86,142.424,-5.113,1,2,0.147,0.802,0.0864,0.087,0,199693,47,1981,3/6/1981,To Cut a Long Story Short - **** Remaster
Spandau Ballet,[10538],0.739,0.528,0.417,97.389,-9.745,1,0,0.306,0.216,0.0733,0.0281,0,365160,39,1986,1986,TRUE
Spandau Ballet,[10538],0.724,0.802,0.729,143.116,-6.117,0,10,0.25,0.0016,0.342,0.0337,0,290720,48,1983,3/4/1983,Gold - **** Remaster
Spandau Ballet,[10538],0.681,0.715,0.435,142.578,-10.985,0,10,0.0836,0.16,0.107,0.0376,0,435213,37,1986,1986,Gold - *** Mix
Spandau Ballet,[10538],0.74,0.845,0.881,119.87,-6.324,0,11,0.499,0.0443,0.0864,0.0697,0,249413,39,1982,5/25/1982,Chant No. * (I Don't Need This Pressure On) - **** Remaster
Spandau Ballet,[10538],0.74,0.845,0.881,119.87,-6.324,0,11,0.499,0.0443,0.0864,0.0697,0,249413,20,1982,1982,Chant No. * (I Don't Need This Pressure On) - **** Remaster
Spandau Ballet,[10538],0.744,0.545,0.346,97.409,-9.361,1,0,0.506,0.0977,0.0649,0.0297,0,328293,72,2008,4/25/2008,True - Single Edit
Spandau Ballet,[10538],0.744,0.545,0.346,97.409,-9.361,1,0,0.506,0.0977,0.0649,0.0297,0,328293,63,2000,5/15/2000,True - Single Edit
Spandau Ballet,[10538],0.711,0.74,0.638,143.047,-7.776,0,10,0.261,0.0114,0.104,0.036,0,231480,68,2000,5/15/2000,Gold
Spandau Ballet,[10538],0.724,0.802,0.729,143.116,-6.117,0,10,0.25,0.0016,0.342,0.0337,0,290720,33,1983,1983,Gold - **** Remaster
Spandau Ballet,[10538],0.577,0.893,0.86,142.424,-5.113,1,2,0.147,0.802,0.0864,0.087,0,199693,31,1981,1981,To Cut a Long Story Short - **** Remaster
Spandau Ballet,[10538],0.777,0.521,0.335,97.623,-8.443,1,0,0.359,0.11,0.0594,0.0277,0,393387,32,1983,1983,True - **** Remaster
Spandau Ballet,[10538],0.777,0.521,0.335,97.623,-8.443,1,0,0.359,0.11,0.0594,0.0277,0,393387,48,1983,3/4/1983,True - **** Remaster
